iso2c,country,year,exports_pc_gdp,gdp,iso3c,region,capital,longitude,latitude,income,lending
CO,Colombia,1961,12.9557803488806,4552914e3,COL,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
CO,Colombia,1962,12.1913768266576,4968603735.58222,COL,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
CO,Colombia,1963,11.9762312893947,4838841455.55556,COL,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
CO,Colombia,1964,11.9199757019185,5992169466.66667,COL,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
CO,Colombia,1965,11.4206810795163,5790247619.04762,COL,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
CO,Colombia,1966,12.1127854991625,5452762962.96296,COL,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
CO,Colombia,1967,11.9763801609721,5727195020.23203,COL,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
CO,Colombia,1968,12.9842141343702,5918455409.8099,COL,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
CO,Colombia,1969,13.2264231038576,6405427873.70755,COL,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
CO,Colombia,1970,14.3106776482285,7198360460.19887,COL,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
CO,Colombia,1971,12.8298885082689,7820380970.53674,COL,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
CO,Colombia,1972,14.2394551562648,8671358732.68486,COL,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
CO,Colombia,1973,15.2163182678072,10315760000.3394,COL,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
CO,Colombia,1974,14.5788868244082,12370029583.6419,COL,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
CO,Colombia,1975,15.7982562674645,13098633901.8673,COL,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
CO,Colombia,1976,17.096585642625,15341403660.4698,COL,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
CO,Colombia,1977,16.8987571034134,19470960619.1297,COL,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
CO,Colombia,1978,16.6027669114567,23263511958.0509,COL,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
CO,Colombia,1979,15.2252193062515,27940411250.2732,COL,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
CO,Colombia,1980,16.2114582080006,33400735644.0481,COL,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
CO,Colombia,1981,11.8520881916387,36388366869.0309,COL,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
CO,Colombia,1982,10.9318153300087,38968039721.748,COL,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
CO,Colombia,1983,10.4448486168106,38729822781.5997,COL,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
CO,Colombia,1984,11.875794931473,38253120737.9671,COL,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
CO,Colombia,1985,13.8142598305276,34894411351.983,COL,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
CO,Colombia,1986,18.8372464406075,34942489683.9712,COL,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
CO,Colombia,1987,16.952978276843,36373307085.0887,COL,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
CO,Colombia,1988,16.2896881645656,39212550050.4223,COL,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
CO,Colombia,1989,18.0012616788387,39540080200.3938,COL,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
CO,Colombia,1990,20.5654291500714,40274204595.2296,COL,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
CO,Colombia,1991,21.3431825775133,41239551378.2482,COL,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
CO,Colombia,1992,17.7084642187273,49279585355.0948,COL,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
CO,Colombia,1993,16.4289319553806,55802538219.0264,COL,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
CO,Colombia,1994,14.9983618345688,81703500846.0364,COL,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
CO,Colombia,1995,14.5337428892103,92507279383.0387,COL,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
CO,Colombia,1996,15.199461701397,97160109277.8087,COL,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
CO,Colombia,1997,14.8415437434707,106659508271.255,COL,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
CO,Colombia,1998,15.0073508369912,98443739941.1664,COL,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
CO,Colombia,1999,18.3465787501541,86186158684.7685,COL,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
CO,Colombia,2000,15.915139715438,99886577330.7271,COL,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
CO,Colombia,2001,15.3871357665009,98203546156.3102,COL,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
CO,Colombia,2002,14.8155696775272,97933391976.083,COL,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
CO,Colombia,2003,16.5752997117627,94684584162.773,COL,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
CO,Colombia,2004,16.7707514248023,117074863821.85,COL,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
CO,Colombia,2005,16.8499159209304,146566264837.014,COL,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
CO,Colombia,2006,17.6374974602629,162590146096.414,COL,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
CO,Colombia,2007,16.5392324252097,207416494642.379,COL,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
CO,Colombia,2008,17.7894839893603,243982437870.84,COL,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
CO,Colombia,2009,16.0308096550658,233821670544.258,COL,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
CO,Colombia,2010,15.9359837335115,287018184637.529,COL,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
CO,Colombia,2011,18.7361064956267,335415156702.186,COL,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
CO,Colombia,2012,18.2587618932916,369659700375.52,COL,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
CO,Colombia,2013,17.5719250046094,380191881860.372,COL,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
CO,Colombia,2014,15.9365444182468,378195716714.266,COL,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
CO,Colombia,2015,15.2486138078748,291519591532.951,COL,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
CO,Colombia,2016,14.040049844959,282462548889.26,COL,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
KM,Comoros,1960,,,COM,Sub-Saharan Africa,Moroni,43.2418,-11.6986,Low income,IDA
KM,Comoros,1961,,,COM,Sub-Saharan Africa,Moroni,43.2418,-11.6986,Low income,IDA
KM,Comoros,1962,,,COM,Sub-Saharan Africa,Moroni,43.2418,-11.6986,Low income,IDA
KM,Comoros,1963,,,COM,Sub-Saharan Africa,Moroni,43.2418,-11.6986,Low income,IDA
KM,Comoros,1964,,,COM,Sub-Saharan Africa,Moroni,43.2418,-11.6986,Low income,IDA
KM,Comoros,1965,,,COM,Sub-Saharan Africa,Moroni,43.2418,-11.6986,Low income,IDA
KM,Comoros,1966,,,COM,Sub-Saharan Africa,Moroni,43.2418,-11.6986,Low income,IDA
KM,Comoros,1967,,,COM,Sub-Saharan Africa,Moroni,43.2418,-11.6986,Low income,IDA
KM,Comoros,1968,,,COM,Sub-Saharan Africa,Moroni,43.2418,-11.6986,Low income,IDA
KM,Comoros,1969,,,COM,Sub-Saharan Africa,Moroni,43.2418,-11.6986,Low income,IDA
KM,Comoros,1970,,,COM,Sub-Saharan Africa,Moroni,43.2418,-11.6986,Low income,IDA
KM,Comoros,1971,,,COM,Sub-Saharan Africa,Moroni,43.2418,-11.6986,Low income,IDA
KM,Comoros,1972,,,COM,Sub-Saharan Africa,Moroni,43.2418,-11.6986,Low income,IDA
KM,Comoros,1973,,,COM,Sub-Saharan Africa,Moroni,43.2418,-11.6986,Low income,IDA
KM,Comoros,1974,,,COM,Sub-Saharan Africa,Moroni,43.2418,-11.6986,Low income,IDA
KM,Comoros,1975,,,COM,Sub-Saharan Africa,Moroni,43.2418,-11.6986,Low income,IDA
KM,Comoros,1976,,,COM,Sub-Saharan Africa,Moroni,43.2418,-11.6986,Low income,IDA
KM,Comoros,1977,,,COM,Sub-Saharan Africa,Moroni,43.2418,-11.6986,Low income,IDA
KM,Comoros,1978,,,COM,Sub-Saharan Africa,Moroni,43.2418,-11.6986,Low income,IDA
KM,Comoros,1979,,,COM,Sub-Saharan Africa,Moroni,43.2418,-11.6986,Low income,IDA
KM,Comoros,1980,8.69931820073841,123505640.914474,COM,Sub-Saharan Africa,Moroni,43.2418,-11.6986,Low income,IDA
KM,Comoros,1981,11.7580758220867,114271897.268272,COM,Sub-Saharan Africa,Moroni,43.2418,-11.6986,Low income,IDA
KM,Comoros,1982,15.6862709102967,107089552.302395,COM,Sub-Saharan Africa,Moroni,43.2418,-11.6986,Low income,IDA
KM,Comoros,1983,19.8277482586596,111519676.021905,COM,Sub-Saharan Africa,Moroni,43.2418,-11.6986,Low income,IDA
KM,Comoros,1984,9.0189063935136,107489822.704044,COM,Sub-Saharan Africa,Moroni,43.2418,-11.6986,Low income,IDA
KM,Comoros,1985,16.9978189127898,114490697.57503,COM,Sub-Saharan Africa,Moroni,43.2418,-11.6986,Low income,IDA
KM,Comoros,1986,16.4403772588584,162487763.894624,COM,Sub-Saharan Africa,Moroni,43.2418,-11.6986,Low income,IDA
KM,Comoros,1987,15.2451958635359,196433684.042405,COM,Sub-Saharan Africa,Moroni,43.2418,-11.6986,Low income,IDA
KM,Comoros,1988,17.9849835813887,207476554.806734,COM,Sub-Saharan Africa,Moroni,43.2418,-11.6986,Low income,IDA
KM,Comoros,1989,14.8824091345951,198733185.875107,COM,Sub-Saharan Africa,Moroni,43.2418,-11.6986,Low income,IDA
KM,Comoros,1990,14.2521373799101,250030760.754786,COM,Sub-Saharan Africa,Moroni,43.2418,-11.6986,Low income,IDA
KM,Comoros,1991,20.0114893005888,246823428.906664,COM,Sub-Saharan Africa,Moroni,43.2418,-11.6986,Low income,IDA
KM,Comoros,1992,18.0405347866814,266191040.373328,COM,Sub-Saharan Africa,Moroni,43.2418,-11.6986,Low income,IDA
KM,Comoros,1993,19.9699860649587,263568114.445462,COM,Sub-Saharan Africa,Moroni,43.2418,-11.6986,Low income,IDA
KM,Comoros,1994,20.0734315005624,185761822.560488,COM,Sub-Saharan Africa,Moroni,43.2418,-11.6986,Low income,IDA
KM,Comoros,1995,19.7633967654241,231896229.562629,COM,Sub-Saharan Africa,Moroni,43.2418,-11.6986,Low income,IDA
KM,Comoros,1996,18.3236837343948,230495751.446593,COM,Sub-Saharan Africa,Moroni,43.2418,-11.6986,Low income,IDA
KM,Comoros,1997,18.1429463843354,212099634.697751,COM,Sub-Saharan Africa,Moroni,43.2418,-11.6986,Low income,IDA
KM,Comoros,1998,11.3543120363472,215394066.06897601,COM,Sub-Saharan Africa,Moroni,43.2418,-11.6986,Low income,IDA
KM,Comoros,1999,12.7113696950828,222580453.753844,COM,Sub-Saharan Africa,Moroni,43.2418,-11.6986,Low income,IDA
KM,Comoros,2000,22.989115547331,203846427.738737,COM,Sub-Saharan Africa,Moroni,43.2418,-11.6986,Low income,IDA
KM,Comoros,2001,18.3218597886003,220093812.206791,COM,Sub-Saharan Africa,Moroni,43.2418,-11.6986,Low income,IDA
KM,Comoros,2002,15.5869126996434,246737679.472106,COM,Sub-Saharan Africa,Moroni,43.2418,-11.6986,Low income,IDA
KM,Comoros,2003,18.8989674391907,317562269.371106,COM,Sub-Saharan Africa,Moroni,43.2418,-11.6986,Low income,IDA
KM,Comoros,2004,15.4692695186614,368143118.68996,COM,Sub-Saharan Africa,Moroni,43.2418,-11.6986,Low income,IDA
KM,Comoros,2005,15.0123596976695,380372892.606774,COM,Sub-Saharan Africa,Moroni,43.2418,-11.6986,Low income,IDA
KM,Comoros,2006,14.804946503918,406111873.539847,COM,Sub-Saharan Africa,Moroni,43.2418,-11.6986,Low income,IDA
KM,Comoros,2007,15.4578850698813,462453582.873627,COM,Sub-Saharan Africa,Moroni,43.2418,-11.6986,Low income,IDA
KM,Comoros,2008,14.1702672783258,523134896.968654,COM,Sub-Saharan Africa,Moroni,43.2418,-11.6986,Low income,IDA
KM,Comoros,2009,14.8240198249158,524157261.014644,COM,Sub-Saharan Africa,Moroni,43.2418,-11.6986,Low income,IDA
KM,Comoros,2010,16.4814253308704,530493353.218937,COM,Sub-Saharan Africa,Moroni,43.2418,-11.6986,Low income,IDA
KM,Comoros,2011,17.3516058028291,586281766.75997,COM,Sub-Saharan Africa,Moroni,43.2418,-11.6986,Low income,IDA
KM,Comoros,2012,15.6861037505376,570865941.229395,COM,Sub-Saharan Africa,Moroni,43.2418,-11.6986,Low income,IDA
KM,Comoros,2013,16.3206000403779,618663921.86116,COM,Sub-Saharan Africa,Moroni,43.2418,-11.6986,Low income,IDA
KM,Comoros,2014,16.8747135107488,647720707.076427,COM,Sub-Saharan Africa,Moroni,43.2418,-11.6986,Low income,IDA
KM,Comoros,2015,17.1,565689764.63263,COM,Sub-Saharan Africa,Moroni,43.2418,-11.6986,Low income,IDA
KM,Comoros,2016,17.3,616654490.471188,COM,Sub-Saharan Africa,Moroni,43.2418,-11.6986,Low income,IDA
CD,"Congo, Dem. Rep.",1960,18.9161186052837,3359404132.31797,COD,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
CD,"Congo, Dem. Rep.",1961,9.85781244847922,3086746936.39789,COD,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
CD,"Congo, Dem. Rep.",1962,7.74946105422911,3779841409.55267,COD,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
CD,"Congo, Dem. Rep.",1963,31.7965297486477,6213185773.92265,COD,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
CD,"Congo, Dem. Rep.",1964,33.5028603786595,2881545277.14307,COD,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
CD,"Congo, Dem. Rep.",1965,25.923059248859,4043901724.13762,COD,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
CD,"Congo, Dem. Rep.",1966,31.1194601537163,4532660145.32842,COD,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
CD,"Congo, Dem. Rep.",1967,15.5509376632186,3384063359.82333,COD,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
CD,"Congo, Dem. Rep.",1968,14.5158203934732,3909780525.37375,COD,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
CD,"Congo, Dem. Rep.",1969,13.1820329463711,5032434970.84174,COD,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
CD,"Congo, Dem. Rep.",1970,15.4599582582197,4877684933.12505,COD,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
CD,"Congo, Dem. Rep.",1971,12.1387988404602,5594770351.56981,COD,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
CD,"Congo, Dem. Rep.",1972,11.2511027167436,6173712809.28569,COD,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
CD,"Congo, Dem. Rep.",1973,13.4415787183653,7870239463.58461,COD,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
CD,"Congo, Dem. Rep.",1974,16.1811067577651,9596960174.34365,COD,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
CD,"Congo, Dem. Rep.",1975,9.96313476202667,10237343153.4311,COD,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
CD,"Congo, Dem. Rep.",1976,12.1531787185503,9648583220.47256,COD,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
CD,"Congo, Dem. Rep.",1977,10.3281946609642,12344424775.9239,COD,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
CD,"Congo, Dem. Rep.",1978,12.3487522495524,15372607995.4061,COD,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
CD,"Congo, Dem. Rep.",1979,12.6487974919414,15068422242.0571,COD,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
CD,"Congo, Dem. Rep.",1980,16.4784739318427,14394927492.9647,COD,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
CD,"Congo, Dem. Rep.",1981,14.1409006328045,12537821039.8252,COD,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
CD,"Congo, Dem. Rep.",1982,12.1495893266925,13651667370.5466,COD,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
CD,"Congo, Dem. Rep.",1983,16.2382427530229,11006712649.2175,COD,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
CD,"Congo, Dem. Rep.",1984,26.0130107637978,7857729192.85629,COD,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
CD,"Congo, Dem. Rep.",1985,27.5110685931904,7195042615.84176,COD,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
CD,"Congo, Dem. Rep.",1986,24.7109802887553,8095367168.16178,COD,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
CD,"Congo, Dem. Rep.",1987,25.9813578237551,7661625472.51189,COD,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
CD,"Congo, Dem. Rep.",1988,25.4989962417846,8861299976.68858,COD,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
CD,"Congo, Dem. Rep.",1989,25.4897397424581,9021862775.25443,COD,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
CD,"Congo, Dem. Rep.",1990,29.5038037333384,9349764580.35198,COD,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
CD,"Congo, Dem. Rep.",1991,20.3801336469603,9087965281.52807,COD,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
CD,"Congo, Dem. Rep.",1992,16.6780607746311,8206227134.00857,COD,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
CD,"Congo, Dem. Rep.",1993,11.3279909425692,10707792340.0276,COD,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
CD,"Congo, Dem. Rep.",1994,22.6252744780519,5820383305.54668,COD,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
CD,"Congo, Dem. Rep.",1995,28.4822888848653,5643439262.21735,COD,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
CD,"Congo, Dem. Rep.",1996,30.0027630853046,5771454939.62404,COD,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
CD,"Congo, Dem. Rep.",1997,18.750000234375,6090840548.18784,COD,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
CD,"Congo, Dem. Rep.",1998,29.7900882870708,6215591269.89747,COD,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
CD,"Congo, Dem. Rep.",1999,23.6356699193136,4711259427.27273,COD,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
CD,"Congo, Dem. Rep.",2000,11.4496120313427,19088046305.7971,COD,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
CD,"Congo, Dem. Rep.",2001,11.987684833486,7438189100.33333,COD,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
CD,"Congo, Dem. Rep.",2002,15.6713428067886,8728038525.14034,COD,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
CD,"Congo, Dem. Rep.",2003,24.0004430362555,8937567059.87754,COD,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
CD,"Congo, Dem. Rep.",2004,22.7295135131027,10297483481.223,COD,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
CD,"Congo, Dem. Rep.",2005,20.4142280555867,11964484667.9102,COD,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
CD,"Congo, Dem. Rep.",2006,19.3405232752525,14296507096.4135,COD,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
CD,"Congo, Dem. Rep.",2007,39.9628223786634,16364029327.3457,COD,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
CD,"Congo, Dem. Rep.",2008,40.2111147273765,19206060270.2521,COD,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
CD,"Congo, Dem. Rep.",2009,27.3799281097515,18262773820.8055,COD,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
CD,"Congo, Dem. Rep.",2010,43.4999695253861,20523285374.187,COD,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
CD,"Congo, Dem. Rep.",2011,45.3594916100533,23849009737.6669,COD,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
CD,"Congo, Dem. Rep.",2012,33.9950134577631,27463220380.0054,COD,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
CD,"Congo, Dem. Rep.",2013,33.8690198249369,30014813755.772,COD,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
CD,"Congo, Dem. Rep.",2014,33.1942588716256,34028119332.6087,COD,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
CD,"Congo, Dem. Rep.",2015,31.3245994067387,36188521106.9294,COD,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
CD,"Congo, Dem. Rep.",2016,25.3232849780541,34998638634.1,COD,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
CG,"Congo, Rep.",1960,20.4533253450586,131731862.568997,COG,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,IDA
CG,"Congo, Rep.",1961,19.4595553734194,151675739.160627,COG,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,IDA
CG,"Congo, Rep.",1962,30.4895972795615,166521239.863281,COG,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,IDA
CG,"Congo, Rep.",1963,36.4728989486156,172233430.871502,COG,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,IDA
CG,"Congo, Rep.",1964,38.152601745004,185693724.845331,COG,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,IDA
CG,"Congo, Rep.",1965,36.0082230435755,198318063.860835,COG,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,IDA
CG,"Congo, Rep.",1966,29.8892988929889,220613582.369827,COG,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,IDA
CG,"Congo, Rep.",1967,30.4794572738797,237397428.336429,COG,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,IDA
CG,"Congo, Rep.",1968,30.3858360128617,251247458.012189,COG,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,IDA
CG,"Congo, Rep.",1969,32.075490319588,265040036.059116,COG,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,IDA
CG,"Congo, Rep.",1970,34.7368289473684,274960699.85855,COG,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,IDA
CG,"Congo, Rep.",1971,32.5817251696533,322128019.323561,COG,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,IDA
CG,"Congo, Rep.",1972,28.3091787439614,410669262.897929,COG,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,IDA
CG,"Congo, Rep.",1973,31.6225165562914,541973362.480998,COG,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,IDA
CG,"Congo, Rep.",1974,53.2291838183109,585364635.354748,COG,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,IDA
CG,"Congo, Rep.",1975,35.8880778588808,767102679.018622,COG,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,IDA
CG,"Congo, Rep.",1976,40.3771547420965,754549600.548182,COG,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,IDA
CG,"Congo, Rep.",1977,45.5849946808511,765224030.636552,COG,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,IDA
CG,"Congo, Rep.",1978,43.7214372163389,878771771.29105,COG,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,IDA
CG,"Congo, Rep.",1979,47.4117647058824,1198749665.95066,COG,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,IDA
CG,"Congo, Rep.",1980,60.0166481687015,1705796849.54655,COG,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,IDA
CG,"Congo, Rep.",1981,58.0210448587779,1993512325.92286,COG,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,IDA
CG,"Congo, Rep.",1982,55.2676056338028,2160640566.5396,COG,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,IDA
CG,"Congo, Rep.",1983,57.9454454454454,2097274289.61512,COG,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,IDA
CG,"Congo, Rep.",1984,61.6275430359937,2193581366.40722,COG,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,IDA
CG,"Congo, Rep.",1985,56.7882159044087,2160872541.41887,COG,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,IDA
CG,"Congo, Rep.",1986,39.8337009349443,1849268214.68184,COG,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,IDA
CG,"Congo, Rep.",1987,41.7343061338469,2297753649.2798,COG,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,IDA
CG,"Congo, Rep.",1988,40.6221547799696,2212536313.33492,COG,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,IDA
CG,"Congo, Rep.",1989,48.5242020194741,2389593021.94866,COG,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,IDA
CG,"Congo, Rep.",1990,51.7773595800525,2798746050.58236,COG,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,IDA
CG,"Congo, Rep.",1991,41.634588526083,2724853507.63856,COG,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,IDA
